2025-01-23 16:35:04,New York City,30\u00baC
2025-01-23 16:35:06,Chicago,28\u00baC
2025-01-23 16:35:07,New York City,24\u00baC
2025-01-23 16:35:08,Shanghai,28\u00baC
2025-01-23 16:35:09,Beijing,27\u00baC
2025-01-23 16:35:10,Seoul,30\u00baC
2025-01-23 16:35:11,Chicago,22\u00baC
2025-01-23 16:35:12,New York City,28\u00baC
2025-01-23 16:35:13,New York City,30\u00baC
2025-01-23 16:35:14,Seoul,23\u00baC
2025-01-23 16:46:04,Pittsburgh,21\u00baC
2025-01-23 16:46:05,Seoul,18\u00baC
2025-01-23 16:46:06,Pittsburgh,20\u00baC
2025-01-23 16:46:07,Tokyo,29\u00baC
2025-01-23 16:46:08,Chicago,21\u00baC
2025-01-23 16:46:09,Tokyo,29\u00baC
2025-01-23 16:46:10,Beijing,22\u00baC
2025-01-23 16:46:11,Tokyo,24\u00baC
2025-01-23 16:46:12,Tokyo,29\u00baC
2025-01-23 16:46:13,New York City,29\u00baC
2025-01-23 16:47:00,Pittsburgh,23\u00baC
2025-01-23 16:47:01,Tokyo,27\u00baC
2025-01-23 16:47:02,Beijing,22\u00baC
2025-01-23 16:47:03,Tokyo,30\u00baC
2025-01-23 16:47:04,Beijing,21\u00baC
2025-01-23 16:47:05,Beijing,28\u00baC
2025-01-23 16:47:06,Chicago,29\u00baC
2025-01-23 16:47:06,Chicago,27\u00baC
2025-01-23 16:47:07,Beijing,25\u00baC
2025-01-23 16:47:08,Seoul,25\u00baC
2025-01-23 16:47:15,Shanghai,32\u00baC
2025-01-23 16:47:16,Beijing,27\u00baC
2025-01-23 16:47:17,New York City,24\u00baC
2025-01-23 16:47:18,Beijing,20\u00baC
2025-01-23 16:47:19,Tokyo,23\u00baC
2025-01-23 16:47:20,Chicago,27\u00baC
2025-01-23 16:47:21,Beijing,19\u00baC
2025-01-23 16:47:22,Seoul,22\u00baC
2025-01-23 16:47:23,Chicago,28\u00baC
2025-01-23 16:47:24,Seoul,29\u00baC
2025-01-23 16:48:00,Seoul,19\u00baC
2025-01-23 16:48:01,Chicago,18\u00baC
2025-01-23 16:48:02,Beijing,24\u00baC
2025-01-23 16:48:03,Seoul,23\u00baC
2025-01-23 16:48:04,New York City,21\u00baC
2025-01-23 16:48:05,New York City,32\u00baC
2025-01-23 16:48:06,Beijing,24\u00baC
2025-01-23 16:48:07,Pittsburgh,30\u00baC
2025-01-23 16:48:08,Beijing,19\u00baC
2025-01-23 16:48:08,Pittsburgh,27\u00baC
2025-01-23 16:49:11,New York City,19\u00baC
2025-01-23 16:49:12,Seoul,24\u00baC
2025-01-23 16:49:13,New York City,27\u00baC
2025-01-23 16:49:14,Chicago,26\u00baC
2025-01-23 16:49:15,Pittsburgh,20\u00baC
2025-01-23 16:49:16,New York City,19\u00baC
2025-01-23 16:49:17,Chicago,18\u00baC
2025-01-23 16:49:18,Seoul,23\u00baC
2025-01-23 16:49:19,Pittsburgh,23\u00baC
2025-01-23 16:49:20,Tokyo,30\u00baC
2025-01-23 18:55:20,Shenzhen,28\u00baC
2025-01-23 18:55:21,Pittsburgh,24\u00baC
2025-01-23 18:55:22,Shenzhen,32\u00baC
2025-01-23 18:55:23,Beijing,18\u00baC
2025-01-23 18:55:24,Shenzhen,32\u00baC
2025-01-23 18:55:25,Shenzhen,23\u00baC
2025-01-23 18:55:26,Pittsburgh,25\u00baC
2025-01-23 18:55:27,Beijing,20\u00baC
2025-01-23 18:55:28,Beijing,23\u00baC
2025-01-23 18:55:29,Beijing,29\u00baC
2025-01-23 18:55:38,Pittsburgh,32\u00baC
2025-01-23 18:55:39,Seattle,24\u00baC
2025-01-23 18:55:40,Seattle,27\u00baC
2025-01-23 18:55:41,Seattle,31\u00baC
2025-01-23 18:55:42,Seattle,32\u00baC
2025-01-23 18:55:43,Pittsburgh,28\u00baC
2025-01-23 18:55:44,Chicago,19\u00baC
2025-01-23 18:55:45,Seattle,26\u00baC
2025-01-23 18:55:46,Pittsburgh,22\u00baC
2025-01-23 18:55:47,Seattle,23\u00baC
2025-01-23 19:07:28,Pittsburgh,26\u00baC
2025-01-23 19:07:29,Shenzhen,25\u00baC
2025-01-23 19:07:30,Pittsburgh,24\u00baC
2025-01-23 19:07:31,Shenzhen,20\u00baC
2025-01-23 19:07:32,Berkeley,25\u00baC
2025-01-23 19:07:33,Pittsburgh,27\u00baC
2025-01-23 19:07:34,Shenzhen,19\u00baC
2025-01-23 19:07:35,Beijing,25\u00baC
2025-01-23 19:07:36,Shenzhen,20\u00baC
2025-01-23 19:07:37,Pittsburgh,31\u00baC
{timestamp: 2025-01-23 20:19:21, city: New York, temperature: 27\u00baC}
{timestamp: 2025-01-23 20:19:22, city: Pittsburgh, temperature: 32\u00baC}
{timestamp: 2025-01-23 20:19:23, city: Chicago, temperature: 26\u00baC}
{timestamp: 2025-01-23 20:19:24, city: San Francisco, temperature: 30\u00baC}
{timestamp: 2025-01-23 20:19:25, city: San Francisco, temperature: 30\u00baC}
{timestamp: 2025-01-23 20:19:26, city: Chicago, temperature: 24\u00baC}
{timestamp: 2025-01-23 20:19:27, city: New York, temperature: 21\u00baC}
{timestamp: 2025-01-23 20:19:28, city: Pittsburgh, temperature: 18\u00baC}
{timestamp: 2025-01-23 20:19:29, city: San Francisco, temperature: 25\u00baC}
{timestamp: 2025-01-23 20:19:30, city: New York, temperature: 26\u00baC}
2025-01-23 20:53:12,Los Angeles,27\u00baC
2025-01-23 20:53:13,Los Angeles,19\u00baC
2025-01-23 20:53:14,Los Angeles,29\u00baC
2025-01-23 20:53:15,Los Angeles,22\u00baC
2025-01-23 20:53:16,Los Angeles,23\u00baC
2025-01-23 20:53:17,Los Angeles,25\u00baC
2025-01-23 20:53:18,Los Angeles,30\u00baC
2025-01-23 20:53:19,Los Angeles,26\u00baC
2025-01-23 20:53:20,Los Angeles,27\u00baC
2025-01-23 20:53:21,Los Angeles,18\u00baC
2025-01-23 20:53:36,Los Angeles,25\u00baC
2025-01-23 20:53:37,Hawaii,20\u00baC
2025-01-23 20:53:38,Los Angeles,23\u00baC
2025-01-23 20:53:39,Los Angeles,23\u00baC
2025-01-23 20:53:40,Hawaii,18\u00baC
2025-01-23 20:53:41,Los Angeles,19\u00baC
2025-01-23 20:53:42,Los Angeles,22\u00baC
2025-01-23 20:53:43,Hawaii,19\u00baC
2025-01-23 20:53:44,Hawaii,20\u00baC
2025-01-23 20:53:45,Los Angeles,25\u00baC
2025-01-23 23:27:47,Paris,22\u00baC
2025-01-23 23:27:48,Paris,20\u00baC
2025-01-23 23:27:49,Seoul,18\u00baC
2025-01-23 23:27:50,Pondicherry,18\u00baC
2025-01-23 23:27:51,Athens,23\u00baC
2025-01-23 23:27:52,Mumbai,23\u00baC
2025-01-23 23:27:53,Helsinki,26\u00baC
2025-01-23 23:27:54,Paris,30\u00baC
2025-01-23 23:27:55,Paris,29\u00baC
2025-01-23 23:27:56,Seoul,22\u00baC
2025-01-24 00:19:32,Pittsburgh,31\u00baC
2025-01-24 00:19:33,Pittsburgh,27\u00baC
2025-01-24 00:19:34,Pittsburgh,23\u00baC
2025-01-24 00:19:35,New York,18\u00baC
2025-01-24 00:19:36,New York,20\u00baC
2025-01-24 00:19:37,New York,23\u00baC
2025-01-24 00:19:38,Pittsburgh,28\u00baC
2025-01-24 00:19:39,New York,32\u00baC
2025-01-24 00:19:40,New York,26\u00baC
2025-01-24 00:19:41,Pittsburgh,32\u00baC
{timestamp: 2025-01-24 09:29:31, city: Denver, temperature: 18\u00baC}
{timestamp: 2025-01-24 09:29:32, city: San Francisco, temperature: 31\u00baC}
{timestamp: 2025-01-24 09:29:33, city: San Francisco, temperature: 30\u00baC}
{timestamp: 2025-01-24 09:29:34, city: Chicago, temperature: 27\u00baC}
{timestamp: 2025-01-24 09:29:35, city: Denver, temperature: 31\u00baC}
{timestamp: 2025-01-24 09:29:36, city: Pittsburgh, temperature: 25\u00baC}
{timestamp: 2025-01-24 09:29:37, city: Chicago, temperature: 20\u00baC}
{timestamp: 2025-01-24 09:29:38, city: San Francisco, temperature: 27\u00baC}
{timestamp: 2025-01-24 09:29:39, city: Chicago, temperature: 27\u00baC}
{timestamp: 2025-01-24 09:29:40, city: Pittsburgh, temperature: 24\u00baC}
2025-01-24 09:36:42,Pittsburgh,22\u00baC
2025-01-24 09:36:43,Pittsburgh,26\u00baC
2025-01-24 09:36:44,Pittsburgh,29\u00baC
2025-01-24 09:36:45,Pittsburgh,21\u00baC
2025-01-24 09:36:46,Pittsburgh,24\u00baC
2025-01-24 09:36:47,Pittsburgh,30\u00baC
2025-01-24 09:36:48,Pittsburgh,30\u00baC
2025-01-24 09:36:49,Pittsburgh,19\u00baC
2025-01-24 09:36:50,Pittsburgh,27\u00baC
2025-01-24 09:36:51,New York,32\u00baC
2025-01-24 09:49:54,Pittsburgh,20\u00baC
2025-01-24 09:49:55,Pittsburgh,21\u00baC
2025-01-24 09:49:56,Pittsburgh,32\u00baC
2025-01-24 09:49:57,Tokyo,26\u00baC
2025-01-24 09:49:58,Pittsburgh,18\u00baC
2025-01-24 09:49:59,Doha,19\u00baC
2025-01-24 09:50:00,Doha,24\u00baC
2025-01-24 09:50:01,Doha,25\u00baC
2025-01-24 09:50:02,Tokyo,26\u00baC
2025-01-24 09:50:03,Doha,22\u00baC
2025-01-24 09:51:31,New York City,23\u00baC
2025-01-24 09:51:32,Shanghai,31\u00baC
2025-01-24 09:51:33,Shanghai,23\u00baC
2025-01-24 09:51:34,Pittsburgh,31\u00baC
2025-01-24 09:51:35,Shanghai,19\u00baC
2025-01-24 09:51:36,Pittsburgh,20\u00baC
2025-01-24 09:51:37,Tokyo,23\u00baC
2025-01-24 09:51:38,Seoul,22\u00baC
2025-01-24 09:51:39,Chicago,22\u00baC
2025-01-24 09:51:40,Chicago,24\u00baC
2025-01-24 09:52:03,Pittsburgh,24\u00baC
2025-01-24 09:52:04,Shenzhen,21\u00baC
2025-01-24 09:52:05,Berkeley,21\u00baC
2025-01-24 09:52:06,Pittsburgh,32\u00baC
2025-01-24 09:52:07,Berkeley,23\u00baC
2025-01-24 09:52:08,Shenzhen,28\u00baC
2025-01-24 09:52:09,Pittsburgh,18\u00baC
2025-01-24 09:52:10,Shenzhen,20\u00baC
2025-01-24 09:52:11,Pittsburgh,28\u00baC
2025-01-24 09:52:12,Pittsburgh,21\u00baC
2025-01-24 09:53:18,Pittsburgh,20\u00baC
2025-01-24 09:53:19,Pittsburgh,30\u00baC
2025-01-24 09:53:20,Shenzhen,20\u00baC
2025-01-24 09:53:21,Pittsburgh,31\u00baC
2025-01-24 09:53:22,Pittsburgh,23\u00baC
2025-01-24 09:53:23,Shenzhen,25\u00baC
2025-01-24 09:53:24,Pittsburgh,30\u00baC
2025-01-24 09:53:25,Berkeley,31\u00baC
2025-01-24 09:53:26,Shenzhen,21\u00baC
2025-01-24 09:53:27,Shenzhen,19\u00baC
2025-01-24 09:54:41,Delhi,26\u00baC
2025-01-24 09:54:42,Tokyo,20\u00baC
2025-01-24 09:54:43,Delhi,24\u00baC
2025-01-24 09:54:44,Pittsburgh,28\u00baC
2025-01-24 09:54:45,Delhi,25\u00baC
2025-01-24 09:54:46,London,19\u00baC
2025-01-24 09:54:47,London,32\u00baC
2025-01-24 09:54:48,Delhi,29\u00baC
2025-01-24 09:54:49,Delhi,22\u00baC
2025-01-24 09:54:50,Pittsburgh,27\u00baC
2025-01-24 09:55:30,Beijing,20\u00baC
2025-01-24 09:55:31,Chicago,26\u00baC
2025-01-24 09:55:32,Beijing,19\u00baC
2025-01-24 09:55:33,Chicago,27\u00baC
2025-01-24 09:55:34,Beijing,25\u00baC
2025-01-24 09:55:35,Beijing,20\u00baC
2025-01-24 09:55:36,Seoul,25\u00baC
2025-01-24 09:55:37,Seoul,29\u00baC
2025-01-24 09:55:38,Beijing,18\u00baC
2025-01-24 09:55:39,Pittsburgh,31\u00baC
